At1,At2,Class
896,363,BananaShape1
2.59,1.16,BananaShape1
-489,-1.13,BananaShape2
-1.12,-297,BananaShape1
1.03,766,BananaShape2
-621,425,BananaShape1
-537,-223,BananaShape1
1.85,-377,BananaShape2
-0.0434,-442,BananaShape1
856,669,BananaShape2
-219,128,BananaShape1
1.28,-588,BananaShape2
-999,1.2,BananaShape2
-834,-1.36,BananaShape2
0.3,-1.18,BananaShape2
1.05,-1.05,BananaShape1
-0.0203,-1.42,BananaShape2
-157,1.84,BananaShape2
208,-427,BananaShape1
-0.21,1.35,BananaShape2
-1.51,-196,BananaShape1
1.46,-0.14,BananaShape2
-0.78,-1.52,BananaShape2
-0.00816,-1.38,BananaShape2
-591,-1.08,BananaShape2
-0.0202,-1.26,BananaShape2
288,1.62,BananaShape2
-1.51,384,BananaShape2
-1.15,-508,BananaShape1
245,-681,BananaShape2
757,-208,BananaShape1
-242,-1.47,BananaShape2
1.01,1.21,BananaShape1
651,744,BananaShape2
1.4,746,BananaShape2
0.0426,-1.18,BananaShape2
-1.67,809,BananaShape2
-232,626,BananaShape1
-1.74,-1.83,BananaShape1
-0.31,-1.27,BananaShape2
0.0968,589,BananaShape1
-202,1.64,BananaShape2
0.15,442,BananaShape1
-0.82,-1.04,BananaShape2
-804,687,BananaShape2
148,1.26,BananaShape2
832,-1.29,BananaShape1
577,628,BananaShape2
-1.19,-1.14,BananaShape1
1.63,-539,BananaShape2
289,598,BananaShape1
-679,536,BananaShape1
-1.78,-1.07,BananaShape1
277,-324,BananaShape1
-128,-1.14,BananaShape2
613,-211,BananaShape1
468,986,BananaShape2
295,-1.36,BananaShape2
563,661,BananaShape2
407,1.8,BananaShape2
-744,-415,BananaShape1
203,617,BananaShape1
0.0169,-1.22,BananaShape2
-295,-1.22,BananaShape2
-1.01,-1.65,BananaShape2
851,0.95,BananaShape2
1.49,1.59,BananaShape1
-658,554,BananaShape1
-1.29,-1.14,BananaShape1
-1.61,-364,BananaShape1
-738,1.01,BananaShape2
-1.45,-0.0697,BananaShape1
-1.5,-0.39,BananaShape1
-1.1,-1.24,BananaShape2
-921,894,BananaShape1
-0.0633,-699,BananaShape2
0.31,0.57,BananaShape1
1.12,-422,BananaShape2
-1.08,989,BananaShape2
686,1.2,BananaShape2
-135,-1.12,BananaShape2
-243,1.76,BananaShape1
812,-751,BananaShape1
477,791,BananaShape2
-838,644,BananaShape1
-711,-1.13,BananaShape2
-269,-1.47,BananaShape2
1.18,-917,BananaShape1
1.03,-209,BananaShape2
-599,-521,BananaShape1
1.26,-1.57,BananaShape1
-1.2,0.92,BananaShape2
0.0538,-1.01,BananaShape2
247,-1.28,BananaShape2
-1.37,0.15,BananaShape1
1.21,197,BananaShape2
-431,-346,BananaShape1
1.93,165,BananaShape2
883,106,BananaShape1
-206,-0.0207,BananaShape1
1.24,608,BananaShape2
262,-1.16,BananaShape2
1.02,0.72,BananaShape2
-384,-397,BananaShape1
-803,-1.21,BananaShape2
677,964,BananaShape2
-148,-1.37,BananaShape2
355,2.08,BananaShape2
-811,-1.21,BananaShape2
1.16,598,BananaShape2
-1.05,-832,BananaShape1
-326,168,BananaShape1
-372,-1.38,BananaShape2
1.13,1.38,BananaShape1
331,185,BananaShape1
1.67,-1.77,BananaShape1
-0.00621,1.56,BananaShape2
166,-0.33,BananaShape1
847,-0.61,BananaShape1
0.68,739,BananaShape2
-411,-1.41,BananaShape2
-917,-1.08,BananaShape2
956,558,BananaShape1
-2.11,-1.51,BananaShape1
-0.0791,-1.38,BananaShape2
329,1.11,BananaShape2
0.0545,2,BananaShape2
451,-1.23,BananaShape2
-1.44,-775,BananaShape1
841,-0.0776,BananaShape1
829,1.56,BananaShape2
-1.64,-121,BananaShape1
0.0291,-1.12,BananaShape2
823,1.04,BananaShape2
-1.55,-744,BananaShape1
196,-779,BananaShape2
1.16,654,BananaShape2
0.35,1.22,BananaShape2
487,1.45,BananaShape2
811,-1.65,BananaShape1
-1.53,-665,BananaShape1
-1.39,-118,BananaShape1
-2.13,678,BananaShape2
-1.8,-1.62,BananaShape1
-182,-1.54,BananaShape2
569,481,BananaShape1
-463,-1.01,BananaShape2
311,1.68,BananaShape2
923,-1.02,BananaShape1
388,1.72,BananaShape2
1.52,356,BananaShape2
-1.03,1.31,BananaShape2
637,1.55,BananaShape1
-122,-1.14,BananaShape2
258,-0.85,BananaShape2
-581,1.36,BananaShape2
-1.78,-582,BananaShape1
1.09,0.6,BananaShape2
1.17,426,BananaShape2
-419,1.4,BananaShape2
932,501,BananaShape2
-132,954,BananaShape2
-2.04,-584,BananaShape1
218,1.32,BananaShape2
747,-1.05,BananaShape1
1.32,-311,BananaShape1
-0.72,-1.39,BananaShape2
1.44,-0.0447,BananaShape2
2.03,1.32,BananaShape1
-654,-1.02,BananaShape2
-1.66,835,BananaShape2
-515,976,BananaShape2
-851,405,BananaShape1
-231,-0.75,BananaShape2
271,-1.28,BananaShape2
-335,-0.81,BananaShape2
981,0.26,BananaShape1
-1.25,-576,BananaShape1
-849,-187,BananaShape1
-483,1.16,BananaShape2
472,0.0979,BananaShape1
247,-0.9,BananaShape2
-651,-159,BananaShape1
-278,-1.32,BananaShape2
1.43,0.57,BananaShape2
-473,85,BananaShape1
251,171,BananaShape1
-1.77,457,BananaShape2
1.03,252,BananaShape1
-552,-1.18,BananaShape2
0.91,665,BananaShape2
-431,1.21,BananaShape2
1.41,258,BananaShape2
-579,0.79,BananaShape2
-383,-1.04,BananaShape2
-833,-1.23,BananaShape2
-2.13,-347,BananaShape1
-975,725,BananaShape2
139,-762,BananaShape2
-847,-213,BananaShape1
-106,-1.14,BananaShape2
1.22,-106,BananaShape2
-555,-1.02,BananaShape2
-851,681,BananaShape2
-401,-1.17,BananaShape2
-0.11,-372,BananaShape1
-425,996,BananaShape1
1.22,-607,BananaShape1
707,948,BananaShape2
101,1.93,BananaShape1
-316,177,BananaShape1
-1.06,665,BananaShape2
-896,207,BananaShape1
-381,1.41,BananaShape2
915,-1.27,BananaShape1
1.24,0.31,BananaShape2
2.44,1.37,BananaShape1
-0.0819,1.64,BananaShape2
-1.48,0.74,BananaShape2
0.4,1.68,BananaShape1
1.25,1.2,BananaShape1
-957,1,BananaShape2
-153,-1.15,BananaShape2
-1.98,345,BananaShape2
-675,1.18,BananaShape2
-1.39,-474,BananaShape1
-1.07,256,BananaShape1
-357,-944,BananaShape2
-0.35,-1.49,BananaShape2
-747,-0.72,BananaShape2
0.84,-176,BananaShape1
-1.5,-1.22,BananaShape1
-294,-1.54,BananaShape2
1.22,-1.58,BananaShape1
2.25,1.21,BananaShape1
0.75,1.92,BananaShape1
-472,-0.0198,BananaShape1
833,-593,BananaShape1
423,1.74,BananaShape1
-1.49,738,BananaShape2
-855,-1.33,BananaShape2
325,-0.0325,BananaShape1
0.0526,1.42,BananaShape2
1.72,-793,BananaShape2
-1.43,-546,BananaShape1
427,1.99,BananaShape2
-1.48,-1.23,BananaShape1
-1.19,-638,BananaShape1
-1.07,0.00513,BananaShape1
1.98,417,BananaShape2
-264,0.0571,BananaShape1
-0.0143,1.55,BananaShape2
408,0.0179,BananaShape1
-952,4.32E-04,BananaShape1
667,1.92,BananaShape1
-945,-639,BananaShape1
-387,104,BananaShape1
-633,-698,BananaShape1
-583,-1.35,BananaShape2
-692,759,BananaShape1
-935,321,BananaShape1
544,1.22,BananaShape2
0.0745,1.78,BananaShape2
465,283,BananaShape1
-987,-814,BananaShape1
1.24,0.79,BananaShape2
-427,-485,BananaShape1
708,961,BananaShape2
-502,1.84,BananaShape1
1.32,-331,BananaShape1
454,1.48,BananaShape1
321,299,BananaShape1
-1.92,-1.5,BananaShape1
-1.33,719,BananaShape2
-803,1.25,BananaShape2
-265,1.28,BananaShape2
-1.59,913,BananaShape2
-1.23,-703,BananaShape1
-1.46,1.2,BananaShape2
1.44,358,BananaShape2
1.07,441,BananaShape2
-139,-1.26,BananaShape2
-632,1.35,BananaShape2
-949,1,BananaShape2
2.34,1.16,BananaShape1
-0.0753,267,BananaShape1
-179,-0.0492,BananaShape1
1.8,1.32,BananaShape1
-142,231,BananaShape1
1.19,-278,BananaShape2
-924,-102,BananaShape1
1.35,472,BananaShape2
151,322,BananaShape1
-616,413,BananaShape1
-779,-1.04,BananaShape2
347,414,BananaShape1
745,366,BananaShape2
-0.0187,-1.55,BananaShape2
168,-1.06,BananaShape2
-2.6,217,BananaShape2
-228,-1.06,BananaShape2
-1.06,-881,BananaShape2
325,213,BananaShape1
926,-1.17,BananaShape1
479,1.48,BananaShape2
0.0109,-378,BananaShape1
-445,-1.24,BananaShape2
0.89,864,BananaShape2
-115,-719,BananaShape2
1.05,-0.96,BananaShape1
1.21,227,BananaShape2
105,-208,BananaShape1
514,1.52,BananaShape2
-644,-0.78,BananaShape2
0.63,-1.23,BananaShape2
558,-1.06,BananaShape1
-1.57,679,BananaShape2
962,851,BananaShape2
-588,-1.35,BananaShape2
1.08,378,BananaShape2
1.96,1.31,BananaShape1
-0.0685,931,BananaShape2
-0.0253,0.0742,BananaShape1
552,-244,BananaShape1
0.95,-0.0297,BananaShape1
-298,158,BananaShape1
-279,-1.25,BananaShape2
1.05,-0.23,BananaShape2
1.27,-573,BananaShape1
-292,-224,BananaShape1
-174,-478,BananaShape1
1.72,-471,BananaShape2
-862,1.01,BananaShape2
-383,-1.26,BananaShape2
-953,1.06,BananaShape2
-1.24,1.14,BananaShape2
-1.11,1.1,BananaShape2
-1.58,272,BananaShape2
-1.66,0.75,BananaShape2
-364,1.7,BananaShape1
-1.4,-107,BananaShape1
171,2.11,BananaShape1
-1.75,318,BananaShape2
-0.99,231,BananaShape1
1.2,-778,BananaShape1
0.57,1.42,BananaShape2
802,1.21,BananaShape2
1.25,-202,BananaShape2
941,1.16,BananaShape2
-163,-759,BananaShape2
1.36,0.86,BananaShape2
1.25,555,BananaShape2
1.18,204,BananaShape2
-459,-1.11,BananaShape2
1.66,239,BananaShape2
-1.05,966,BananaShape2
-334,1.63,BananaShape2
-593,-1.58,BananaShape2
-974,1.05,BananaShape2
-1.96,445,BananaShape2
361,931,BananaShape2
1.35,-461,BananaShape2
0.0727,-1.46,BananaShape2
-956,-1.61,BananaShape2
2.34,1.64,BananaShape1
-1.45,-167,BananaShape1
-1.83,-746,BananaShape1
-971,-906,BananaShape1
-813,-1.23,BananaShape2
482,-653,BananaShape1
-0.14,-694,BananaShape1
0.56,-1.02,BananaShape2
-693,1.28,BananaShape2
358,-887,BananaShape1
1.8,1.36,BananaShape1
-666,-1.1,BananaShape2
-239,-1.42,BananaShape2
1.14,-286,BananaShape1
-315,-1.3,BananaShape2
-153,1.97,BananaShape1
589,714,BananaShape2
2.47,1.12,BananaShape1
605,1.28,BananaShape2
-1.21,1.19,BananaShape2
-704,1.46,BananaShape2
-724,-973,BananaShape2
-1.67,672,BananaShape2
-0.0939,1.68,BananaShape2
97,-593,BananaShape1
-1.8,-1.71,BananaShape1
-1.49,415,BananaShape2
-722,1.19,BananaShape2
407,-0.94,BananaShape2
463,-1.28,BananaShape2
185,261,BananaShape1
1.97,1.41,BananaShape1
-246,-739,BananaShape2
-889,-417,BananaShape1
1.19,554,BananaShape2
-1.8,676,BananaShape2
291,1.34,BananaShape2
-267,-896,BananaShape2
-0.59,-328,BananaShape1
0.0885,-1.22,BananaShape2
-1.42,624,BananaShape2
0.66,835,BananaShape2
2.43,1.31,BananaShape1
217,-961,BananaShape2
-877,263,BananaShape1
-899,0.0621,BananaShape1
-141,-797,BananaShape2
-784,1.81,BananaShape2
104,-1.04,BananaShape2
-973,-126,BananaShape1
-278,-1.09,BananaShape2
-914,-522,BananaShape1
238,1.74,BananaShape2
-1.84,0.0932,BananaShape2
1.64,1.53,BananaShape1
-0.19,-1.42,BananaShape2
-508,-1.7,BananaShape2
187,-1.02,BananaShape2
0.16,189,BananaShape1
-1.71,-319,BananaShape1
793,836,BananaShape2
383,-824,BananaShape1
-0.0697,1.56,BananaShape2
-1.64,-1.05,BananaShape1
-739,-66,BananaShape1
1.22,-1.46,BananaShape1
1.48,1.01,BananaShape1
-876,232,BananaShape1
1.75,16,BananaShape2
-48,-1.06,BananaShape2
316,-601,BananaShape1
-1.87,-1,BananaShape1
-769,-1.46,BananaShape2
-1.53,656,BananaShape2
1.29,337,BananaShape2
403,0.0297,BananaShape1
-1.31,-1.11,BananaShape1
1.31,-1.81,BananaShape1
617,-585,BananaShape1
713,948,BananaShape2
994,0.0734,BananaShape2
-345,376,BananaShape1
-0.84,-1.16,BananaShape2
515,2.21,BananaShape2
1.37,-0.8,BananaShape1
-197,544,BananaShape1
913,-374,BananaShape1
1.18,-277,BananaShape2
834,-177,BananaShape1
-874,719,BananaShape1
1.09,-384,BananaShape1
-972,-1.08,BananaShape1
-0.85,963,BananaShape2
1.21,306,BananaShape2
933,716,BananaShape2
1.66,243,BananaShape2
1.75,1.33,BananaShape1
1.58,206,BananaShape2
415,986,BananaShape2
0.0128,1.29,BananaShape2
-1.45,-0.0461,BananaShape1
928,-102,BananaShape1
834,925,BananaShape2
824,-673,BananaShape1
-0.0275,-582,BananaShape1
1.19,-1.67,BananaShape1
1.34,0.32,BananaShape2
-0.0839,1,BananaShape1
2.42,1.5,BananaShape1
0.39,1.27,BananaShape2
-341,0.0621,BananaShape1
265,-1.06,BananaShape2
-1.78,-572,BananaShape1
0.2,-609,BananaShape1
-1.51,348,BananaShape1
0.0311,-978,BananaShape2
586,402,BananaShape2
-0.0264,-952,BananaShape2
-1.19,1.23,BananaShape2
-1.19,-1.32,BananaShape2
-534,1.15,BananaShape2
418,616,BananaShape1
0.0194,-1.13,BananaShape2
0.83,-939,BananaShape1
-1.37,-213,BananaShape1
-652,-1.54,BananaShape2
-453,-0.0737,BananaShape1
-835,671,BananaShape2
-3.09,-832,BananaShape2
-598,-1.38,BananaShape2
-0.0215,704,BananaShape1
-0.00124,-938,BananaShape1
-145,471,BananaShape1
633,901,BananaShape2
-0.77,637,BananaShape2
-756,-943,BananaShape2
-1.02,968,BananaShape2
-637,942,BananaShape1
-0.0254,-0.79,BananaShape1
-494,-1.22,BananaShape2
1.09,-643,BananaShape1
366,164,BananaShape1
595,677,BananaShape2
-132,1.68,BananaShape1
1.32,376,BananaShape2
1.09,614,BananaShape2
-0.26,1.36,BananaShape2
-467,-945,BananaShape2
-1.6,-0.0414,BananaShape1
1.23,-2.2,BananaShape1
1.93,1.41,BananaShape1
1.87,1.13,BananaShape1
785,-601,BananaShape1
1.8,757,BananaShape2
-369,-1.14,BananaShape2
-376,1.33,BananaShape2
-1.43,245,BananaShape2
-0.96,1.34,BananaShape2
1.22,423,BananaShape2
0.0951,-1.39,BananaShape2
439,-1.09,BananaShape2
886,-292,BananaShape1
1.22,834,BananaShape2
1.12,-1.72,BananaShape1
-1.3,1.16,BananaShape2
675,667,BananaShape2
456,278,BananaShape1
-815,1.18,BananaShape2
1.72,-259,BananaShape2
-497,-1.29,BananaShape2
-1.17,564,BananaShape1
0.0786,1.63,BananaShape2
-0.64,-939,BananaShape2
264,-605,BananaShape1
-222,156,BananaShape1
7.25E-04,-0.0366,BananaShape1
1.1,1.38,BananaShape1
-865,-1.1,BananaShape2
1.32,-1.48,BananaShape1
-1.51,481,BananaShape2
518,1.7,BananaShape2
-845,-0.00258,BananaShape1
0.00273,-973,BananaShape2
635,559,BananaShape1
1.27,-685,BananaShape2
1.03,0.28,BananaShape2
-964,108,BananaShape1
-132,-1.37,BananaShape2
-186,-0.0925,BananaShape1
0.0585,-378,BananaShape1
-0.0876,255,BananaShape1
-0.56,-1.12,BananaShape2
1.47,-2.05,BananaShape1
113,462,BananaShape1
-0.0189,-1.28,BananaShape2
378,987,BananaShape2
-1.32,516,BananaShape1
-1.07,-306,BananaShape1
1.49,-886,BananaShape2
-138,-1.37,BananaShape2
-1.7,-1.16,BananaShape1
598,133,BananaShape1
1.74,577,BananaShape2
1.71,569,BananaShape2
-973,107,BananaShape1
-1.48,-297,BananaShape1
1.19,812,BananaShape2
-607,-894,BananaShape2
-1.02,-1.29,BananaShape2
-1.31,-627,BananaShape1
-1.02,521,BananaShape1
752,1.58,BananaShape2
-0.0666,0.0656,BananaShape1
615,375,BananaShape2
-142,1.65,BananaShape2
335,1.95,BananaShape2
1.22,247,BananaShape2
-245,-1.18,BananaShape2
409,-1.51,BananaShape2
-1.3,-1.08,BananaShape1
505,1.45,BananaShape2
-1.19,-976,BananaShape2
388,484,BananaShape1
1.06,-453,BananaShape1
-911,-908,BananaShape2
1.11,428,BananaShape2
903,-339,BananaShape1
-815,334,BananaShape1
1.35,-387,BananaShape1
185,617,BananaShape2
-1.96,-942,BananaShape1
-1.08,-952,BananaShape2
-1.67,-266,BananaShape1
-856,-235,BananaShape1
-918,1.44,BananaShape2
1.24,1.45,BananaShape1
1.41,-447,BananaShape2
177,731,BananaShape1
0.0886,-844,BananaShape2
604,555,BananaShape2
-394,-253,BananaShape1
319,1.61,BananaShape1
-808,-1.5,BananaShape2
-0.44,298,BananaShape1
-634,1.08,BananaShape2
0.0116,-1.09,BananaShape2
-651,-103,BananaShape1
0.0605,2.06,BananaShape1
-1.04,937,BananaShape2
2.62,1.12,BananaShape1
-499,-241,BananaShape1
-1.46,-108,BananaShape1
1.01,677,BananaShape2
627,234,BananaShape2
-436,1.45,BananaShape2
0.0165,-639,BananaShape1
1.42,-656,BananaShape2
-1.23,-1.3,BananaShape1
1.35,-177,BananaShape2
1.77,1.59,BananaShape1
-1.79,-0.0728,BananaShape1
-0.26,-1.23,BananaShape2
-259,1.52,BananaShape2
1.27,-747,BananaShape2
-2.07,-521,BananaShape1
477,1.83,BananaShape2
-195,1.31,BananaShape2
1.22,1.04,BananaShape2
-1.44,0.0919,BananaShape1
-784,-0.00647,BananaShape1
-1.55,121,BananaShape1
-236,1.44,BananaShape2
1.24,-687,BananaShape1
-2.84,-177,BananaShape2
-767,-1.3,BananaShape2
1.14,376,BananaShape2
1.05,-723,BananaShape1
814,817,BananaShape2
-1.26,-119,BananaShape1
1.41,1.63,BananaShape1
933,-1.24,BananaShape1
-1.14,0.0337,BananaShape1
0.85,726,BananaShape2
624,621,BananaShape2
1.59,-0.0963,BananaShape2
-1.8,-1.25,BananaShape1
0.00356,1.87,BananaShape2
178,-1.24,BananaShape2
1.18,334,BananaShape2
0.91,864,BananaShape2
145,-415,BananaShape1
1.26,-553,BananaShape1
-187,-267,BananaShape1
769,855,BananaShape2
-1.31,-1.16,BananaShape1
1.08,148,BananaShape1
-1.25,857,BananaShape2
-0.0656,1.24,BananaShape2
-1.82,-705,BananaShape1
1.53,-1.81,BananaShape1
-177,-1.12,BananaShape2
-1.03,-357,BananaShape1
-1.68,398,BananaShape2
389,-804,BananaShape1
272,-1.12,BananaShape2
846,1.87,BananaShape2
-0.0686,1.72,BananaShape2
-102,-1.31,BananaShape2
168,1.97,BananaShape1
538,-1.25,BananaShape2
677,108,BananaShape1
1.23,-146,BananaShape1
0.73,-0.99,BananaShape1
1.7,-0.0336,BananaShape2
-968,348,BananaShape1
2.51,901,BananaShape1
643,-403,BananaShape1
-877,-1.08,BananaShape2
-975,-273,BananaShape1
321,393,BananaShape1
-1.24,-0.0104,BananaShape1
-509,-824,BananaShape2
0.0817,418,BananaShape1
1.95,902,BananaShape1
1.68,-0.32,BananaShape2
-0.67,-0.55,BananaShape1
-0.33,301,BananaShape1
-736,683,BananaShape1
235,-1.06,BananaShape2
-0.59,-1.23,BananaShape2
1.08,0.72,BananaShape2
527,-1.13,BananaShape2
0.71,1.7,BananaShape1
0.0243,-719,BananaShape2
207,0.65,BananaShape1
1.57,483,BananaShape2
1.02,-351,BananaShape1
-0.21,171,BananaShape1
0.88,-241,BananaShape2
-1.08,-868,BananaShape1
-1.52,246,BananaShape1
-834,-1.19,BananaShape2
1.29,0.23,BananaShape2
1.02,976,BananaShape2
-241,774,BananaShape1
-451,1.7,BananaShape2
-506,-1.2,BananaShape2
1.35,657,BananaShape2
-1.93,-315,BananaShape1
1.21,-774,BananaShape1
0.82,1.83,BananaShape2
-2.05,-1.93,BananaShape1
1.3,739,BananaShape2
832,1.33,BananaShape2
-959,0.41,BananaShape1
432,749,BananaShape2
2.12,978,BananaShape1
1.54,-193,BananaShape2
-0.0454,1.75,BananaShape2
-1.86,-1.3,BananaShape1
464,-792,BananaShape1
-539,-1.39,BananaShape2
1.21,-873,BananaShape1
1.56,-177,BananaShape2
292,-159,BananaShape1
445,-1.38,BananaShape2
2.68,1.17,BananaShape1
-463,0.0231,BananaShape1
-951,1.39,BananaShape2
572,-812,BananaShape1
-114,-147,BananaShape1
477,-1.24,BananaShape2
-254,-1.27,BananaShape2
-449,1.04,BananaShape2
-311,-1.07,BananaShape2
566,-977,BananaShape1
1.47,486,BananaShape2
1.37,1.45,BananaShape1
-543,7.62E-05,BananaShape1
-1.4,261,BananaShape1
-1.53,-466,BananaShape1
0.26,-0.54,BananaShape1
1.96,1.28,BananaShape1
-707,-1.43,BananaShape2
-2.1,-604,BananaShape1
721,731,BananaShape2
-234,-974,BananaShape2
1.26,462,BananaShape2
-527,887,BananaShape2
1.03,805,BananaShape2
276,-218,BananaShape1
-1.07,-39,BananaShape1
1.35,-1.51,BananaShape1
507,1.02,BananaShape2
306,-1.13,BananaShape2
-1.21,-392,BananaShape1
-793,905,BananaShape1
204,-1.29,BananaShape2
1.39,-631,BananaShape1
-218,-1.63,BananaShape2
-1.34,626,BananaShape2
-0.35,2.07,BananaShape2
21,-905,BananaShape2
-614,-1.22,BananaShape2
753,781,BananaShape2
1.23,0.0999,BananaShape1
445,0.0484,BananaShape1
-959,1.07,BananaShape2
-204,-181,BananaShape1
-2.18,-1.88,BananaShape1
-474,264,BananaShape1
904,1.15,BananaShape2
-876,0.92,BananaShape2
1.1,-313,BananaShape1
1.26,-1.03,BananaShape1
961,-1.33,BananaShape1
-224,-1.02,BananaShape2
-558,-1.73,BananaShape2
-0.18,-639,BananaShape2
326,0.00626,BananaShape1
279,149,BananaShape1
-1.43,0.0281,BananaShape1
449,-0.0489,BananaShape1
465,842,BananaShape2
-0.49,1.25,BananaShape2
368,-856,BananaShape2
-0.0242,-1.28,BananaShape2
0.42,2.1,BananaShape2
-1.09,-463,BananaShape1
-391,-547,BananaShape1
703,-583,BananaShape1
-1.3,469,BananaShape2
-1.44,-505,BananaShape1
1.01,865,BananaShape2
1.55,-649,BananaShape2
447,-1.18,BananaShape2
-0.0433,605,BananaShape1
-1.56,-329,BananaShape1
-1.37,808,BananaShape2
-448,-354,BananaShape1
1.53,368,BananaShape2
-672,1.35,BananaShape2
883,598,BananaShape2
491,194,BananaShape1
-0.11,-1.21,BananaShape2
-436,1.86,BananaShape2
924,701,BananaShape2
1.24,908,BananaShape2
-58,-904,BananaShape2
195,-1.27,BananaShape2
2,1.28,BananaShape1
562,172,BananaShape1
278,383,BananaShape1
-711,465,BananaShape1
-605,-1.52,BananaShape2
1.39,155,BananaShape2
0.38,-1.35,BananaShape2
-1.07,-709,BananaShape1
-958,812,BananaShape2
-296,538,BananaShape1
952,836,BananaShape2
917,231,BananaShape2
-1.72,142,BananaShape1
-1.52,-368,BananaShape1
-1.53,257,BananaShape2
1.38,-645,BananaShape1
102,-1.36,BananaShape2
1.45,-1.25,BananaShape1
-1.12,589,BananaShape1
613,-0.0651,BananaShape1
2.44,-448,BananaShape2
1.33,-1.71,BananaShape1
289,1.01,BananaShape2
-1.05,219,BananaShape1
-405,-1.09,BananaShape2
819,546,BananaShape2
1.58,-468,BananaShape2
1.07,1.53,BananaShape2
434,295,BananaShape1
-385,-734,BananaShape1
0.85,-829,BananaShape1
-901,-1.68,BananaShape2
-0.0677,1.74,BananaShape2
244,1.84,BananaShape1
-1.84,-958,BananaShape1
1.21,0.00827,BananaShape2
-1.13,-1.06,BananaShape2
0.0114,1.66,BananaShape2
1.89,-633,BananaShape2
367,-451,BananaShape1
344,908,BananaShape2
-416,246,BananaShape1
-716,-1.19,BananaShape2
-1.07,-552,BananaShape1
-1.94,832,BananaShape2
0.21,2.18,BananaShape2
-932,-1.15,BananaShape2
0.23,-1.15,BananaShape2
1.55,1.1,BananaShape1
497,1.27,BananaShape2
-599,1.44,BananaShape2
928,1.45,BananaShape1
1.38,1.25,BananaShape1
-866,-197,BananaShape1
-817,-783,BananaShape2
221,147,BananaShape1
-314,-919,BananaShape2
802,852,BananaShape2
1.25,-1.38,BananaShape1
991,-1.1,BananaShape1
-927,-595,BananaShape1
517,1.71,BananaShape2
952,-782,BananaShape1
-215,-217,BananaShape1
-207,-1.37,BananaShape2
-223,1.65,BananaShape1
-882,-726,BananaShape2
-747,-509,BananaShape1
1.27,-519,BananaShape2
9,928,BananaShape1
-1.17,586,BananaShape2
521,0.56,BananaShape1
-1.01,768,BananaShape2
605,378,BananaShape1
-582,-587,BananaShape1
125,-1.24,BananaShape2
-471,-919,BananaShape2
1.4,541,BananaShape2
1.49,-1.53,BananaShape1
459,1.69,BananaShape1
183,-1.16,BananaShape2
-104,0.48,BananaShape1
-0.0541,-1.31,BananaShape2
728,752,BananaShape2
-1.13,654,BananaShape2
-265,1.71,BananaShape2
-1.96,-442,BananaShape1
675,886,BananaShape2
-1.76,-1.33,BananaShape1
-1.92,-1.17,BananaShape1
-1.42,-1.4,BananaShape2
-0.39,-1.01,BananaShape2
-634,1.21,BananaShape2
-218,-1.05,BananaShape2
332,-527,BananaShape1
171,-502,BananaShape1
-2.13,-1.85,BananaShape1
0.0273,-683,BananaShape2
-0.0897,-115,BananaShape1
603,1.8,BananaShape1
-0.0232,-1.24,BananaShape2
-1.48,944,BananaShape2
-0.0127,-1.12,BananaShape2
-587,1.01,BananaShape2
163,-1.13,BananaShape2
0.93,0.65,BananaShape2
1.5,-0.0608,BananaShape2
-0.0911,-0.0844,BananaShape1
1.64,-308,BananaShape2
404,-1.1,BananaShape2
1.37,1.24,BananaShape1
-1.22,-107,BananaShape1
-642,-1.35,BananaShape2
-181,-1.1,BananaShape2
-218,-882,BananaShape2
-683,139,BananaShape1
-305,1.18,BananaShape2
-1.19,814,BananaShape2
-758,794,BananaShape2
811,1.07,BananaShape2
1.45,-1.03,BananaShape1
-169,-601,BananaShape1
462,1.89,BananaShape2
-1.89,-1.16,BananaShape1
-0.0199,-1.32,BananaShape2
-396,-1.45,BananaShape2
-1.08,0.89,BananaShape2
624,-285,BananaShape1
-177,1.51,BananaShape2
-437,-789,BananaShape2
1.22,1.48,BananaShape1
-961,755,BananaShape2
-1.64,572,BananaShape2
1.34,274,BananaShape2
1.16,-254,BananaShape2
-0.38,-1.34,BananaShape2
918,1.72,BananaShape1
-1.14,-927,BananaShape1
-516,1.46,BananaShape2
188,1.59,BananaShape1
-1.51,-0.27,BananaShape1
1.21,151,BananaShape2
1.05,-1.11,BananaShape1
385,-1.07,BananaShape1
-139,-363,BananaShape1
953,-1.3,BananaShape1
725,1.33,BananaShape2
0.0966,-1.06,BananaShape2
-347,-1.15,BananaShape2
-0.0605,1.65,BananaShape2
-1.88,-1.26,BananaShape1
484,-427,BananaShape1
-618,-506,BananaShape1
-121,-1.05,BananaShape2
-169,-135,BananaShape1
-1.28,-542,BananaShape1
1.62,-131,BananaShape2
-446,-1.53,BananaShape2
1.16,-357,BananaShape1
298,-878,BananaShape2
-1.46,1.11,BananaShape2
-764,218,BananaShape1
901,-952,BananaShape1
955,142,BananaShape1
-1.12,-1.17,BananaShape2
-0.0845,1.15,BananaShape2
-844,371,BananaShape1
-1.43,0.0911,BananaShape1
-978,-1.05,BananaShape1
-899,-1.38,BananaShape2
942,1.83,BananaShape1
1.35,677,BananaShape2
-678,1.6,BananaShape2
-145,1.65,BananaShape2
1.35,-518,BananaShape2
-1.54,-598,BananaShape1
1.12,1.14,BananaShape2
-715,-1.49,BananaShape2
